name,name group,lowlevel.spectral_centroid.mean,lowlevel.spectral_centroid.max,lowlevel.spectral_centroid.min,lowlevel.spectral_centroid.stdev,lowlevel.spectral_flux.max,lowlevel.spectral_flux.mean,lowlevel.spectral_flux.min,lowlevel.spectral_flux.stdev,lowlevel.spectral_rms.max,lowlevel.spectral_rms.mean,lowlevel.spectral_rms.min,lowlevel.spectral_rms.stdev,lowlevel.spectral_spread.max,lowlevel.spectral_spread.mean,lowlevel.spectral_spread.min,lowlevel.spectral_spread.stdev,lowlevel.zerocrossingrate.max,lowlevel.zerocrossingrate.mean,lowlevel.zerocrossingrate.min,lowlevel.zerocrossingrate.stdev,lowlevel.barkbands_flatness_db.max,lowlevel.barkbands_flatness_db.mean,lowlevel.barkbands_flatness_db.min,lowlevel.barkbands_flatness_db.stdev,lowlevel.erbbands_flatness_db.max,lowlevel.erbbands_flatness_db.mean,lowlevel.erbbands_flatness_db.min,lowlevel.erbbands_flatness_db.stdev,lowlevel.melbands_flatness_db.max,lowlevel.melbands_flatness_db.mean,lowlevel.melbands_flatness_db.stdev,lowlevel.melbands_flatness_db.min,centroid,effectiveduration,logattacktime.logpoint1,logattacktime.logpoint2,logattacktime.logpoint3,logattacktime.decimalpoint1,logattacktime.decimalpoint2,logattacktime.decimalpoint3,
bsn_gref_mf_sol2_12,wind,622.4420776367188,2340.459716796875,445.0732727050781,320.0774841308594,0.17276868224143982,0.00454171746969223,0.0001554900809423998,0.011066417209804058,0.0076107000932097435,0.0050406670197844505,6.0762622524634935e-06,0.0027348832227289677,18980720.0,1907895.875,443633.40625,2369970.75,0.046875,0.025542324408888817,0.00390625,0.004936415236443281,0.4925532937049866,0.42037543654441833,0.1323317587375641,0.09014324098825455,0.5167953372001648,0.4275713562965393,0.04389108344912529,0.1420040726661682,0.5663169026374817,0.5074191093444824,0.08606400340795517,0.19474810361862183,0.4639463722705841,6.448185920715332,-0.2267676442861557,0.16147392988204956,0.7547165751457214,0.5932426356535334,1.4503537088949392,5.684818129319039,
bsn_gref_mf_sol3_12,wind,761.336181640625,1310.160400390625,425.4085388183594,87.8546142578125,0.13892649114131927,0.007363427896052599,0.000990983098745346,0.01312305312603712,0.00771680660545826,0.005616592708975077,1.2151571354479529e-05,0.002607103670015931,20612108.0,2190951.0,934367.4375,2202951.5,0.04248046875,0.03314029425382614,0.0009765625,0.006958985701203346,0.4981057941913605,0.4319094121456146,0.12085160613059998,0.08013934642076492,0.5173607468605042,0.441142737865448,0.05959802120923996,0.12333643436431885,0.5390704274177551,0.49382495880126953,0.06192765384912491,0.2267974317073822,0.4868330657482147,6.129138469696045,-0.11264044791460037,0.14240363240242004,0.9139455556869507,0.7715419637534222,1.3880452760123108,8.202487093210816,
cb_d_gref_mf_sol1_12,string,212.4541778564453,1158.0557861328125,108.60784149169922,108.26937866210938,0.2189781665802002,0.055335793644189835,0.000521038775332272,0.06333459913730621,0.017898034304380417,0.005703255999833345,4.5008141569269355e-06,0.005571039859205484,22420466.0,3354330.5,610288.25,2722255.5,0.02783203125,0.007937547750771046,0.0029296875,0.004221454728394747,0.6023474335670471,0.3819597363471985,0.1909720003604889,0.06763612478971481,0.39884793758392334,0.24055340886116028,0.054193589836359024,0.056119319051504135,0.754584550857544,0.5101344585418701,0.07579859346151352,0.297899454832077,0.3909089267253876,5.144126892089844,-0.2052638828754425,0.15682539343833923,0.7801814079284668,0.6233559613440264,1.4349124159016546,6.028113321213791,
cb_d_gref_mf_sol2_12,string,345.3492736816406,1577.8238525390625,209.5585479736328,149.3610382080078,0.09297284483909607,0.00883409846574068,0.0005606118938885629,0.009951972402632236,0.008601703681051731,0.003252668771892786,1.289259671466425e-05,0.0030808188021183014,26410290.0,3414624.75,823378.875,3024605.25,0.0263671875,0.009920221753418446,0.00048828125,0.0034063621424138546,0.47470155358314514,0.3487775921821594,0.14223827421665192,0.04782215133309364,0.39750733971595764,0.26098889112472534,0.047755930572748184,0.0930352732539177,0.5941027998924255,0.4636974632740021,0.05566803738474846,0.24800927937030792,0.3798101842403412,4.703968048095703,-0.3679078221321106,0.1937868446111679,0.6224263310432434,0.4286394883535417,1.5623806248597574,4.192048813308886,
cb_g_gref_mf_sol1_12,string,210.79910278320312,1855.3817138671875,104.780029296875,120.07109069824219,0.15501610934734344,0.0096757085993886,0.0008443141705356538,0.016393622383475304,0.016711512580513954,0.003593078115954995,9.109368693316355e-05,0.005177685990929604,22729088.0,4224337.5,584907.125,2427267.75,0.02490234375,0.007958036847412586,0.0009765625,0.00406351312994957,0.5573997497558594,0.42022979259490967,0.15576767921447754,0.07591744512319565,0.4582720994949341,0.25640738010406494,0.05869218334555626,0.08610254526138306,0.7037224173545837,0.5513789653778076,0.08339527249336243,0.27104678750038147,0.23694393038749695,4.427346706390381,0.37019115686416626,0.14954648911952972,2.494807243347168,2.3452608663417145,1.4110632758590596,312.4692200310441,
cb_g_gref_mf_sol2_12,string,309.92523193359375,1809.9923095703125,147.50599670410156,149.2123565673828,0.1005241796374321,0.012052333913743496,0.0009142686612904072,0.012605002149939537,0.009367067366838455,0.004439665470272303,3.7030833937024e-06,0.0032395857851952314,17555976.0,3256344.5,643376.9375,2566698.25,0.0361328125,0.010204173624515533,0.00146484375,0.004605451133102179,0.47949397563934326,0.3378867506980896,0.11341831833124161,0.0558716356754303,0.4226808249950409,0.2584436237812042,0.04563605785369873,0.0840759128332138,0.6100996732711792,0.449322372674942,0.06459276378154755,0.22956417500972748,0.47197648882865906,4.357573509216309,-0.0904221460223198,0.124943308532238,0.936984121799469,0.8120408067154307,1.3333473697324236,8.649362953414192,
cb_g_gref_mf_sol3_12,string,635.458740234375,993.6671752929688,316.2120056152344,148.14259338378906,0.08533009886741638,0.017608221620321274,0.0015491233207285404,0.012816849164664745,0.008202292025089264,0.0038923779502511024,4.321069354773499e-05,0.0028255623765289783,8742564.0,3544923.0,1042896.0625,2430811.75,0.076171875,0.030759457498788834,0.0,0.01619742251932621,0.4636940062046051,0.3125331997871399,0.19334393739700317,0.04242805764079094,0.39745375514030457,0.2702719569206238,0.060270749032497406,0.0926465392112732,0.5444343686103821,0.38386180996894836,0.05550069361925125,0.29762881994247437,0.4635591208934784,4.137165546417236,-0.19704793393611908,0.17399093508720398,0.8092517256736755,0.6352608129969032,1.492763251204933,6.445427469937108,
clsb_gref_mf_sol2_12,string,513.443359375,1604.9063720703125,206.25543212890625,214.60935974121094,0.06706184893846512,0.00530411908403039,0.000425445701694116,0.005629168823361397,0.00811021402478218,0.006085018627345562,2.979613964271266e-05,0.0024718493223190308,12508984.0,2049322.0,794420.6875,2038064.375,0.05859375,0.028255019336938858,0.0087890625,0.009241635911166668,0.4485739767551422,0.3345929980278015,0.0952109545469284,0.05611470341682434,0.3907322883605957,0.329812228679657,0.038064200431108475,0.07894457131624222,0.5688201785087585,0.42654210329055786,0.05557048320770264,0.20040062069892883,0.47498783469200134,7.379614353179932,-0.24229758977890015,0.23612244427204132,0.8085260987281799,0.572403670816725,1.7223541042219095,6.434667326693099,
clsb_gref_mf_sol3_12,string,1041.8106689453125,3045.917236328125,427.678955078125,244.45074462890625,0.09361596405506134,0.00811577308923006,0.0005074340733699501,0.007750430144369602,0.00823140051215887,0.005666707176715136,3.5905777622247115e-05,0.00238675600849092,19635432.0,2121788.75,808634.3125,2136795.25,0.07177734375,0.052166279405355453,0.00634765625,0.010534330271184444,0.5006026029586792,0.43800291419029236,0.1258726567029953,0.0823851004242897,0.5503048300743103,0.4434773027896881,0.046138472855091095,0.10498112440109253,0.5292206406593323,0.46995025873184204,0.06269772350788116,0.18307749927043915,0.49977079033851624,7.018526077270508,-0.2259218692779541,0.1727437674999237,0.7671428322792053,0.5943990829590923,1.4884826181118669,5.849824435707934,
clsb_gref_mf_sol4_12,string,1077.67431640625,2697.160888671875,677.3889770507812,231.67286682128906,0.1204100027680397,0.004582737106829882,0.0002560573921073228,0.0075738453306257725,0.007393263280391693,0.004605522844940424,1.11924441625888e-06,0.0024540696758776903,10592496.0,2484460.0,704393.0,2521691.75,0.0712890625,0.0369335412979126,0.00048828125,0.00989800225943327,0.6110970377922058,0.499600350856781,0.09173222631216049,0.12997308373451233,0.594508171081543,0.48295754194259644,0.03428353741765022,0.17162415385246277,0.6492736339569092,0.5481716394424438,0.11122047156095505,0.14272689819335938,0.4638965427875519,6.856621265411377,0.34388846158981323,0.3058503270149231,2.5132880210876465,2.207437731306287,2.0223220960264343,326.0528653131588,
clsb_gref_mf_sol5_12,string,2041.243408203125,3444.187744140625,793.087646484375,352.1073913574219,0.11198601126670837,0.00565612968057394,0.00019294860248919576,0.007779797073453665,0.008587297983467579,0.0031325723975896835,1.1115041161247063e-05,0.002042490290477872,13565141.0,2913529.25,1198268.75,1993274.75,0.08935546875,0.06682142615318298,0.00341796875,0.012481040321290493,0.6805574297904968,0.5346542000770569,0.09748494625091553,0.12385449558496475,0.6728702187538147,0.5015550851821899,0.03640372306108475,0.15192632377147675,0.6851573586463928,0.5547553300857544,0.09973519295454025,0.2025889903306961,0.4596104621887207,6.759455680847168,-0.5962299108505249,0.514535129070282,0.767913818359375,0.2533786915710118,3.2699049526505375,5.860218624677465,
fltu_gref_mf_sol3_12,wind,629.9889526367188,2740.73046875,403.77484130859375,200.18434143066406,0.06360495090484619,0.007325777318328619,0.0002963911974802613,0.007110166363418102,0.007407403085380793,0.005449794232845306,8.002019171726715e-07,0.0025691399350762367,11893259.0,2444172.25,950702.3125,1862433.375,0.087890625,0.03001800738275051,0.017578125,0.013207311742007732,0.5346632599830627,0.4087063670158386,0.02100367471575737,0.1011982187628746,0.4933171272277832,0.3821239471435547,0.04193098098039627,0.10224584490060806,0.6170211434364319,0.47980666160583496,0.08919166773557663,0.09192419797182083,0.5150787830352783,7.6737189292907715,0.5610283613204956,0.2855782210826874,3.9249660968780518,3.639388021394798,1.930092935273166,8413.294608459311,
fltu_gref_mf_sol4_12,wind,864.7518310546875,1715.9412841796875,438.1114501953125,108.72738647460938,0.11542072147130966,0.004992195405066013,0.00026844441890716553,0.01027627196162939,0.007769977208226919,0.005602180492132902,4.185213583696168e-06,0.0027522416785359383,10509258.0,2635558.0,1071272.0,2033682.75,0.0927734375,0.03688151016831398,0.00927734375,0.006521797738969326,0.6123571395874023,0.5173181295394897,0.09700071066617966,0.13525672256946564,0.6113322973251343,0.5031305551528931,0.046391505748033524,0.16057729721069336,0.6508263945579529,0.5639750957489014,0.11262746155261993,0.20037388801574707,0.49502232670783997,7.597165584564209,-1.2709746360778809,0.3711564540863037,0.4247392416000366,0.053582795033908476,2.350479425847646,2.659127991005977,
